-4.999999700000015397e-04 7.999999000000060922e-01
-9.999999499999768018e-04 7.999995999999680585e-01
-1.499999949999843022e-03 7.999990999997180774e-01
-1.999999979999404678e-03 7.999983999989760397e-01
-2.500000049998295920e-03 7.999974999973500367e-01
-3.000000169995926252e-03 7.999963999943360271e-01
-3.500000349991421334e-03 7.999950999893180592e-01
-4.000000599983568987e-03 7.999935999815680487e-01
-4.500000929970760649e-03 7.999918999702460010e-01
-5.000001349950935862e-03 7.999899999543998996e-01
-5.500001869921525462e-03 7.999878999329658180e-01
-6.000002499879396496e-03 7.999855999047675859e-01
-6.500003249820792382e-03 7.999830998685172334e-01
-7.000004129741280862e-03 7.999803998228147695e-01
-7.500005149635693286e-03 7.999774997661480702e-01
-8.000006319498070839e-03 7.999743996968931015e-01
-8.500007649321605560e-03 7.999710996133138075e-01
-9.000009149098587430e-03 7.999675995135619999e-01
-9.500010828820345393e-03 7.999638993956775801e-01
-1.000001269847719011e-02 7.999599992575884277e-01
-1.050001476805835846e-02 7.999558990971104011e-01
-1.100001704755195799e-02 7.999515989119473369e-01
-1.150001954694490798e-02 7.999470986996909394e-01
-1.200002227622288566e-02 7.999423984578210023e-01
-1.250002524537026892e-02 7.999374981837051868e-01
-1.300002846437007739e-02 7.999323978745992436e-01
-1.350003194320391862e-02 7.999270975276467910e-01
-1.400003569185193086e-02 7.999215971398793146e-01
-1.450003972029272406e-02 7.999158967082165006e-01
-1.500004403850332783e-02 7.999099962294656807e-01
-1.550004865645913076e-02 7.999038957003223871e-01
-1.600005358413382484e-02 7.998975951173699084e-01
-1.650005883149935348e-02 7.998910944770796227e-01
-1.700006440852584733e-02 7.998843937758106648e-01
-1.750007032518156869e-02 7.998774930098102587e-01
-1.800007659143286476e-02 7.998703921752134960e-01
-1.850008321724409474e-02 7.998630912680434468e-01
-1.900009021257758821e-02 7.998555902842109377e-01
-1.950009758739358265e-02 7.998478892195147738e-01
-2.000010535165016451e-02 7.998399880696417386e-01
-2.050011351530321366e-02 7.998318868301663720e-01
-2.100012208830634788e-02 7.998235854965513036e-01
-2.150013108061086739e-02 7.998150840641469195e-01
-2.200014050216569580e-02 7.998063825281914729e-01
-2.250015036291732468e-02 7.997974808838110850e-01
-2.300016067280975449e-02 7.997883791260198549e-01
-2.350017144178444262e-02 7.997790772497196388e-01
-2.400018267978024089e-02 7.997695752497001598e-01
-2.450019439673334354e-02 7.997598731206391198e-01
-2.500020660257723168e-02 7.997499708571018662e-01
-2.550021930724260741e-02 7.997398684535418356e-01
-2.600023252065734522e-02 7.997295659042999993e-01
-2.650024625274643303e-02 7.997190632036054181e-01
-2.700026051343191666e-02 7.997083603455747980e-01
-2.750027531263284086e-02 7.996974573242127127e-01
-2.800029066026519728e-02 7.996863541334116032e-01
-2.850030656624185851e-02 7.996750507669515562e-01
-2.900032304047252610e-02 7.996635472185006366e-01
-2.950034009286367845e-02 7.996518434816145549e-01
-3.000035773331850841e-02 7.996399395497368889e-01
-3.050037597173686429e-02 7.996278354161988622e-01
-3.100039481801520128e-02 7.996155310742195654e-01
-3.150041428204651550e-02 7.996030265169058460e-01
-3.200043437372029204e-02 7.995903217372521965e-01
-3.250045510292245282e-02 7.995774167281408662e-01
-3.300047647953528729e-02 7.995643114823419717e-01
-3.350049851343740032e-02 7.995510059925131641e-01
-3.400052121450366366e-02 7.995375002511998508e-01
-3.450054459260514655e-02 7.995237942508351958e-01
-3.500056865760906716e-02 7.995098879837400085e-01
-3.550059341937873009e-02 7.994957814421228548e-01
-3.600061888777347785e-02 7.994814746180798348e-01
-3.650064507264862146e-02 7.994669675035948053e-01
-3.700067198385539186e-02 7.994522600905392684e-01
-3.750069963124088440e-02 7.994373523706722606e-01
-3.800072802464799643e-02 7.994222443356406860e-01
-3.850075717391537172e-02 7.994069359769788718e-01
-3.900078708887733808e-02 7.993914272861087911e-01
-3.950081777936386568e-02 7.993757182543400619e-01
-4.000084925520049073e-02 7.993598088728698370e-01
-4.050088152620827386e-02 7.993436991327829144e-01
-4.100091460220373074e-02 7.993273890250517377e-01
-4.150094849299878347e-02 7.993108785405360628e-01
-4.200098320840070509e-02 7.992941676699834019e-01
-4.250101875821205022e-02 7.992772564040288019e-01
-4.300105515223060643e-02 7.992601447331947329e-01
-4.350109240024933877e-02 7.992428326478913103e-01
-4.400113051205632730e-02 7.992253201384159622e-01
-4.450116949743471162e-02 7.992076071949537619e-01
-4.500120936616263528e-02 7.991896938075772061e-01
-4.550125012801319035e-02 7.991715799662463260e-01
-4.600129179275434799e-02 7.991532656608084650e-01
-4.650133437014890986e-02 7.991347508809986122e-01
-4.700137786995445960e-02 7.991160356164389578e-01
-4.750142230192328646e-02 7.990971198566393374e-01
-4.800146767580234369e-02 7.990780035909968992e-01
-4.850151400133317914e-02 7.990586868087961037e-01
-4.900156128825188667e-02 7.990391694992089455e-01
-4.950160954628905069e-02 7.990194516512947320e-01
-5.000165878516966977e-02 7.989995332539999717e-01
-5.050170901461312201e-02 7.989794142961587076e-01
-5.100176024433310251e-02 7.989590947664922949e-01
-5.150181248403754714e-02 7.989385746536094013e-01
-5.200186574342859774e-02 7.989178539460058959e-01
-5.250192003220253978e-02 7.988969326320649600e-01
-5.300197536004972593e-02 7.988758107000571984e-01
-5.350203173665454837e-02 7.988544881381403062e-01
-5.400208917169535550e-02 7.988329649343592909e-01
-5.450214767484440337e-02 7.988112410766463611e-01
-5.500220725576780711e-02 7.987893165528210382e-01
-5.550226792412547155e-02 7.987671913505898225e-01
-5.600232968957102875e-02 7.987448654575467488e-01
-5.650239256175179636e-02 7.987223388611727204e-01
-5.700245655030870134e-02 7.986996115488359527e-01
-5.750252166487624522e-02 7.986766835077916404e-01
-5.800258791508242778e-02 7.986535547251824019e-01
-5.850265531054868462e-02 7.986302251880377234e-01
-5.900272386088985244e-02 7.986066948832741819e-01
-5.950279357571408578e-02 7.985829637976956663e-01
-6.000286446462281542e-02 7.985590319179928231e-01
-6.050293653721068587e-02 7.985348992307436111e-01
-6.100300980306549992e-02 7.985105657224128572e-01
-6.150308427176814918e-02 7.984860313793524789e-01
-6.200315995289256560e-02 7.984612961878013726e-01
-6.250323685600565893e-02 7.984363601338854144e-01
-6.300331499066727514e-02 7.984112232036174595e-01
-6.350339436643009927e-02 7.983858853828973423e-01
-6.400347499283964847e-02 7.983603466575117658e-01
-6.450355687943416794e-02 7.983346070131344119e-01
-6.500364003574460314e-02 7.983086664353258310e-01
-6.550372447129453046e-02 7.982825249095334419e-01
-6.600381019560007390e-02 7.982561824210916424e-01
-6.650389721816990507e-02 7.982296389552214766e-01
-6.700398554850514610e-02 7.982028944970309681e-01
-6.750407519609928630e-02 7.981759490315148975e-01
-6.800416617043818224e-02 7.981488025435548028e-01
-6.850425848099996051e-02 7.981214550179190903e-01
-6.900435213725497618e-02 7.980939064392629234e-01
-6.950444714866572948e-02 7.980661567921281119e-01
-7.000454352468683805e-02 7.980382060609432227e-01
-7.050464127476496756e-02 7.980100542300235800e-01
-7.100474040833876233e-02 7.979817012835711543e-01
-7.150484093483878978e-02 7.979531472056745622e-01
-7.200494286368749886e-02 7.979243919803090668e-01
-7.250504620429913671e-02 7.978954355913366880e-01
-7.300515096607970711e-02 7.978662780225057594e-01
-7.350525715842690100e-02 7.978369192574514823e-01
-7.400536479073005491e-02 7.978073592796954827e-01
-7.450547387237006769e-02 7.977775980726460325e-01
-7.500558441271935883e-02 7.977476356195978280e-01
-7.550569642114181301e-02 7.977174719037322115e-01
-7.600580990699269679e-02 7.976871069081168386e-01
-7.650592487961863086e-02 7.976565406157059002e-01
-7.700604134835749293e-02 7.976257730093401221e-01
-7.750615932253840379e-02 7.975948040717465437e-01
-7.800627881148163023e-02 7.975636337855386282e-01
-7.850639982449854337e-02 7.975322621332162631e-01
-7.900652237089157703e-02 7.975006890971657603e-01
-7.950664645995411672e-02 7.974689146596596334e-01
-8.000677210097048575e-02 7.974369388028567096e-01
-8.050689930321587584e-02 7.974047615088023511e-01
-8.100702807595627775e-02 7.973723827594279001e-01
-8.150715842844842574e-02 7.973398025365512343e-01
-8.200729036993975596e-02 7.973070208218762112e-01
-8.250742390966830930e-02 7.972740375969931126e-01
-8.300755905686271752e-02 7.972408528433783115e-01
-8.350769582074209219e-02 7.972074665423943829e-01
-8.400783421051601085e-02 7.971738786752898820e-01
-8.450797423538444764e-02 7.971400892231997881e-01
-8.500811590453768996e-02 7.971060981671449497e-01
-8.550825922715629690e-02 7.970719054880324173e-01
